year,municipality_code,municipality,gini_index
2010,150619,Rurópolis,0.565
1991,150620,Salinópolis,0.4669
2000,150620,Salinópolis,0.6222
2010,150620,Salinópolis,0.5277
1991,150630,Salvaterra,0.5573
2000,150630,Salvaterra,0.5488
2010,150630,Salvaterra,0.5729
1991,150635,Santa Bárbara do Pará,NA
2000,150635,Santa Bárbara do Pará,0.5072
2010,150635,Santa Bárbara do Pará,0.5346
1991,150640,Santa Cruz do Arari,0.5694
2000,150640,Santa Cruz do Arari,0.6111
2010,150640,Santa Cruz do Arari,0.5267
1991,150650,Santa Isabel do Pará,0.5719
2000,150650,Santa Isabel do Pará,0.5659
2010,150650,Santa Isabel do Pará,0.5225
1991,150655,Santa Luzia do Pará,NA
2000,150655,Santa Luzia do Pará,0.5877
2010,150655,Santa Luzia do Pará,0.5692
1991,150658,Santa Maria das Barreiras,0.6363
2000,150658,Santa Maria das Barreiras,0.6091
2010,150658,Santa Maria das Barreiras,0.5682
1991,150660,Santa Maria do Pará,0.6216
2000,150660,Santa Maria do Pará,0.5632
2010,150660,Santa Maria do Pará,0.5313
1991,150670,Santana do Araguaia,0.6258
2000,150670,Santana do Araguaia,0.6091
2010,150670,Santana do Araguaia,0.4721
1991,150680,Santarém,0.5703
2000,150680,Santarém,0.6199
2010,150680,Santarém,0.5852
1991,150690,Santarém Novo,0.6166
2000,150690,Santarém Novo,0.6085
2010,150690,Santarém Novo,0.5764
1991,150700,Santo Antônio do Tauá,0.534
2000,150700,Santo Antônio do Tauá,0.5133
2010,150700,Santo Antônio do Tauá,0.531
1991,150710,São Caetano de Odivelas,0.4112
2000,150710,São Caetano de Odivelas,0.4584
2010,150710,São Caetano de Odivelas,0.4889
1991,150715,São Domingos do Araguaia,NA
2000,150715,São Domingos do Araguaia,0.5726
2010,150715,São Domingos do Araguaia,0.5917
1991,150720,São Domingos do Capim,0.5104
2000,150720,São Domingos do Capim,0.5564
2010,150720,São Domingos do Capim,0.6063
1991,150730,São Félix do Xingu,0.5512
2000,150730,São Félix do Xingu,0.7193
2010,150730,São Félix do Xingu,0.6423
1991,150740,São Francisco do Pará,0.5563
2000,150740,São Francisco do Pará,0.6359
2010,150740,São Francisco do Pará,0.4851
1991,150745,São Geraldo do Araguaia,0.458
2000,150745,São Geraldo do Araguaia,0.6244
2010,150745,São Geraldo do Araguaia,0.532
1991,150746,São João da Ponta,NA
2000,150746,São João da Ponta,0.6727
2010,150746,São João da Ponta,0.5377
1991,150747,São João de Pirabas,0.5285
2000,150747,São João de Pirabas,0.6352
2010,150747,São João de Pirabas,0.5875
1991,150750,São João do Araguaia,0.5392
2000,150750,São João do Araguaia,0.6122
2010,150750,São João do Araguaia,0.5573
1991,150760,São Miguel do Guamá,0.5044
2000,150760,São Miguel do Guamá,0.5908
2010,150760,São Miguel do Guamá,0.5323
1991,150770,São Sebastião da Boa Vista,0.407
2000,150770,São Sebastião da Boa Vista,0.4933
2010,150770,São Sebastião da Boa Vista,0.546
1991,150775,Sapucaia,NA
2000,150775,Sapucaia,0.478
2010,150775,Sapucaia,0.5336
1991,150780,Senador José Porfírio,0.5364
2000,150780,Senador José Porfírio,0.5929
2010,150780,Senador José Porfírio,0.5661
1991,150790,Soure,0.6312
2000,150790,Soure,0.6051
2010,150790,Soure,0.5322
1991,150795,Tailândia,0.6083
2000,150795,Tailândia,0.6166
2010,150795,Tailândia,0.5509
1991,150796,Terra Alta,NA
2000,150796,Terra Alta,0.6135
2010,150796,Terra Alta,0.5642
1991,150797,Terra Santa,NA
2000,150797,Terra Santa,0.5575
2010,150797,Terra Santa,0.5931
1991,150800,Tomé-Açu,0.5404
2000,150800,Tomé-Açu,0.6137
2010,150800,Tomé-Açu,0.5456
1991,150803,Tracuateua,NA
2000,150803,Tracuateua,0.5536
2010,150803,Tracuateua,0.5873
1991,150805,Trairão,NA
2000,150805,Trairão,0.5097
2010,150805,Trairão,0.5605
1991,150808,Tucumã,0.5657
2000,150808,Tucumã,0.6774
2010,150808,Tucumã,0.5445
1991,150810,Tucuruí,0.5645
2000,150810,Tucuruí,0.5839
2010,150810,Tucuruí,0.5833
1991,150812,Ulianópolis,NA
2000,150812,Ulianópolis,0.7531
2010,150812,Ulianópolis,0.725
1991,150815,Uruará,0.538
2000,150815,Uruará,0.5875
2010,150815,Uruará,0.5864
1991,150820,Vigia,0.5145
2000,150820,Vigia,0.6004
2010,150820,Vigia,0.5139
1991,150830,Viseu,0.4831
2000,150830,Viseu,0.5901
2010,150830,Viseu,0.6308
1991,150835,Vitória do Xingu,NA
2000,150835,Vitória do Xingu,0.6751
2010,150835,Vitória do Xingu,0.6065
1991,150840,Xinguara,0.6366
2000,150840,Xinguara,0.6032
2010,150840,Xinguara,0.5722
1991,160010,Amapá,0.6126
2000,160010,Amapá,0.6186
2010,160010,Amapá,0.6258
1991,160020,Calçoene,0.6797
2000,160020,Calçoene,0.6169
2010,160020,Calçoene,0.6722
1991,160021,Cutias,NA
2000,160021,Cutias,0.5917
2010,160021,Cutias,0.6144
1991,160023,Ferreira Gomes,0.5613
2000,160023,Ferreira Gomes,0.5251
2010,160023,Ferreira Gomes,0.6006
1991,160025,Itaubal,NA
2000,160025,Itaubal,0.5789
2010,160025,Itaubal,0.6368
1991,160027,Laranjal do Jari,0.5595
2000,160027,Laranjal do Jari,0.583
2010,160027,Laranjal do Jari,0.5606
1991,160030,Macapá,0.5645
2000,160030,Macapá,0.6125
2010,160030,Macapá,0.6037
1991,160040,Mazagão,0.5135
2000,160040,Mazagão,0.6174
2010,160040,Mazagão,0.6509
1991,160050,Oiapoque,0.5664
2000,160050,Oiapoque,0.6685
2010,160050,Oiapoque,0.694
1991,160015,Pedra Branca do Amapari,NA
2000,160015,Pedra Branca do Amapari,0.684
2010,160015,Pedra Branca do Amapari,0.6164
1991,160053,Porto Grande,NA
2000,160053,Porto Grande,0.6314
2010,160053,Porto Grande,0.5728
1991,160055,Pracuúba,NA
2000,160055,Pracuúba,0.5918
2010,160055,Pracuúba,0.6553
1991,160060,Santana,0.5858
2000,160060,Santana,0.6376
2010,160060,Santana,0.5708
1991,160005,Serra do Navio,NA
2000,160005,Serra do Navio,0.662
2010,160005,Serra do Navio,0.6192
1991,160070,Tartarugalzinho,0.6474
2000,160070,Tartarugalzinho,0.6089
2010,160070,Tartarugalzinho,0.6658
1991,160080,Vitória do Jari,NA
2000,160080,Vitória do Jari,0.643
2010,160080,Vitória do Jari,0.6018
1991,170025,Abreulândia,NA
2000,170025,Abreulândia,0.4992
2010,170025,Abreulândia,0.7146
1991,170030,Aguiarnópolis,NA
2000,170030,Aguiarnópolis,0.6642
2010,170030,Aguiarnópolis,0.4877
1991,170035,Aliança do Tocantins,0.5007
2000,170035,Aliança do Tocantins,0.5536
2010,170035,Aliança do Tocantins,0.4788
1991,170040,Almas,0.613
2000,170040,Almas,0.6011
2010,170040,Almas,0.5745
1991,170070,Alvorada,0.6415
2000,170070,Alvorada,0.5351
2010,170070,Alvorada,0.4734
1991,170100,Ananás,0.5282
2000,170100,Ananás,0.5452
2010,170100,Ananás,0.4849
1991,170105,Angico,NA
2000,170105,Angico,0.53
2010,170105,Angico,0.4696
1991,170110,Aparecida do Rio Negro,0.5462
2000,170110,Aparecida do Rio Negro,0.4649
2010,170110,Aparecida do Rio Negro,0.4878
1991,170130,Aragominas,NA
2000,170130,Aragominas,0.5543
2010,170130,Aragominas,0.5422
1991,170190,Araguacema,0.5486
2000,170190,Araguacema,0.7077
2010,170190,Araguacema,0.5704
1991,170200,Araguaçu,0.545
2000,170200,Araguaçu,0.5689
2010,170200,Araguaçu,0.512
1991,170210,Araguaína,0.63
2000,170210,Araguaína,0.6121
2010,170210,Araguaína,0.574
1991,170215,Araguanã,NA
2000,170215,Araguanã,0.7422
2010,170215,Araguanã,0.5285
1991,170220,Araguatins,0.5893
2000,170220,Araguatins,0.6037
2010,170220,Araguatins,0.5738
1991,170230,Arapoema,0.499
2000,170230,Arapoema,0.6301
2010,170230,Arapoema,0.5154
1991,170240,Arraias,0.6351
2000,170240,Arraias,0.697
2010,170240,Arraias,0.6146
1991,170255,Augustinópolis,0.5749
2000,170255,Augustinópolis,0.6926
2010,170255,Augustinópolis,0.5309
1991,170270,Aurora do Tocantins,0.5065
2000,170270,Aurora do Tocantins,0.6109
2010,170270,Aurora do Tocantins,0.6931
1991,170290,Axixá do Tocantins,0.4788
2000,170290,Axixá do Tocantins,0.6074
2010,170290,Axixá do Tocantins,0.4976
1991,170300,Babaçulândia,0.4809
2000,170300,Babaçulândia,0.5603
2010,170300,Babaçulândia,0.4921
1991,170305,Bandeirantes do Tocantins,NA
2000,170305,Bandeirantes do Tocantins,0.6166
2010,170305,Bandeirantes do Tocantins,0.5757
1991,170307,Barra do Ouro,NA
2000,170307,Barra do Ouro,0.623
2010,170307,Barra do Ouro,0.5505
1991,170310,Barrolândia,0.5502
2000,170310,Barrolândia,0.5863
2010,170310,Barrolândia,0.4792
1991,170320,Bernardo Sayão,0.5684
2000,170320,Bernardo Sayão,0.759
2010,170320,Bernardo Sayão,0.4364
1991,170330,Bom Jesus do Tocantins,NA
2000,170330,Bom Jesus do Tocantins,0.6442
2010,170330,Bom Jesus do Tocantins,0.5044
1991,170360,Brasilândia do Tocantins,NA
2000,170360,Brasilândia do Tocantins,0.5382
2010,170360,Brasilândia do Tocantins,0.541
1991,170370,Brejinho de Nazaré,0.5454
2000,170370,Brejinho de Nazaré,0.6531
2010,170370,Brejinho de Nazaré,0.5613
1991,170380,Buriti do Tocantins,0.5402
2000,170380,Buriti do Tocantins,0.6318
2010,170380,Buriti do Tocantins,0.5732
1991,170382,Cachoeirinha,NA
2000,170382,Cachoeirinha,0.5001
2010,170382,Cachoeirinha,0.4735
1991,170384,Campos Lindos,NA
2000,170384,Campos Lindos,0.7136
2010,170384,Campos Lindos,0.6791
1991,170386,Cariri do Tocantins,NA
2000,170386,Cariri do Tocantins,0.5868
2010,170386,Cariri do Tocantins,0.4653
1991,170388,Carmolândia,NA
2000,170388,Carmolândia,0.5358
2010,170388,Carmolândia,0.5013
1991,170389,Carrasco Bonito,NA
2000,170389,Carrasco Bonito,0.6299
2010,170389,Carrasco Bonito,0.5609
1991,170390,Caseara,0.5719
2000,170390,Caseara,0.598
2010,170390,Caseara,0.6171
1991,170410,Centenário,NA
2000,170410,Centenário,0.6208
2010,170410,Centenário,0.6363
1991,170510,Chapada da Natividade,NA
2000,170510,Chapada da Natividade,0.731
2010,170510,Chapada da Natividade,0.6287
1991,170460,Chapada de Areia,NA
2000,170460,Chapada de Areia,0.7259
2010,170460,Chapada de Areia,0.5254
1991,170550,Colinas do Tocantins,0.5894
2000,170550,Colinas do Tocantins,0.6425
2010,170550,Colinas do Tocantins,0.5841
1991,171670,Colméia,0.5611
2000,171670,Colméia,0.6191
2010,171670,Colméia,0.5059
1991,170555,Combinado,0.5684
2000,170555,Combinado,0.6946
2010,170555,Combinado,0.5196
1991,170560,Conceição do Tocantins,0.5127
2000,170560,Conceição do Tocantins,0.5909
2010,170560,Conceição do Tocantins,0.5437
1991,170600,Couto Magalhães,0.5332
2000,170600,Couto Magalhães,0.5027
2010,170600,Couto Magalhães,0.5538
1991,170610,Cristalândia,0.6162
2000,170610,Cristalândia,0.5559
2010,170610,Cristalândia,0.5788
1991,170625,Crixás do Tocantins,NA
2000,170625,Crixás do Tocantins,0.4205
2010,170625,Crixás do Tocantins,0.4706
1991,170650,Darcinópolis,NA
2000,170650,Darcinópolis,0.4604
2010,170650,Darcinópolis,0.5192
1991,170700,Dianópolis,0.551
2000,170700,Dianópolis,0.6064
2010,170700,Dianópolis,0.5666
1991,170710,Divinópolis do Tocantins,0.5421
2000,170710,Divinópolis do Tocantins,0.5217
2010,170710,Divinópolis do Tocantins,0.6486
1991,170720,Dois Irmãos do Tocantins,0.5414
2000,170720,Dois Irmãos do Tocantins,0.573
2010,170720,Dois Irmãos do Tocantins,0.577
1991,170730,Dueré,0.4904
2000,170730,Dueré,0.5563
2010,170730,Dueré,0.5618
1991,170740,Esperantina,NA
2000,170740,Esperantina,0.6889
2010,170740,Esperantina,0.561
1991,170755,Fátima,0.5941
2000,170755,Fátima,0.7014
2010,170755,Fátima,0.566
1991,170765,Figueirópolis,0.5387
2000,170765,Figueirópolis,0.5526
2010,170765,Figueirópolis,0.5311
1991,170770,Filadélfia,0.5705
2000,170770,Filadélfia,0.6022
2010,170770,Filadélfia,0.5438
1991,170820,Formoso do Araguaia,0.5518
2000,170820,Formoso do Araguaia,0.6109
2010,170820,Formoso do Araguaia,0.526
1991,170825,Fortaleza do Tabocão,NA
2000,170825,Fortaleza do Tabocão,0.6923
2010,170825,Fortaleza do Tabocão,0.4792
1991,170830,Goianorte,0.6336
2000,170830,Goianorte,0.5722
2010,170830,Goianorte,0.543
1991,170900,Goiatins,0.5354
2000,170900,Goiatins,0.7475
2010,170900,Goiatins,0.6268
1991,170930,Guaraí,0.5646
2000,170930,Guaraí,0.5583
2010,170930,Guaraí,0.6157
1991,170950,Gurupi,0.6333
2000,170950,Gurupi,0.5829
2010,170950,Gurupi,0.5386
1991,170980,Ipueiras,NA
2000,170980,Ipueiras,0.5588
2010,170980,Ipueiras,0.4313
1991,171050,Itacajá,0.5128
2000,171050,Itacajá,0.5918
2010,171050,Itacajá,0.5928
1991,171070,Itaguatins,0.5475
2000,171070,Itaguatins,0.5086
2010,171070,Itaguatins,0.5611
1991,171090,Itapiratins,NA
2000,171090,Itapiratins,0.6868
2010,171090,Itapiratins,0.5228
1991,171110,Itaporã do Tocantins,0.4123
2000,171110,Itaporã do Tocantins,0.5547
2010,171110,Itaporã do Tocantins,0.4449
1991,171150,Jaú do Tocantins,NA
2000,171150,Jaú do Tocantins,0.554
2010,171150,Jaú do Tocantins,0.6537
1991,171180,Juarina,NA
2000,171180,Juarina,0.6298
2010,171180,Juarina,0.5442
1991,171190,Lagoa da Confusão,NA
2000,171190,Lagoa da Confusão,0.6617
2010,171190,Lagoa da Confusão,0.5102
1991,171195,Lagoa do Tocantins,NA
2000,171195,Lagoa do Tocantins,0.6734
2010,171195,Lagoa do Tocantins,0.6189
1991,171200,Lajeado,NA
2000,171200,Lajeado,0.5036
2010,171200,Lajeado,0.597
1991,171215,Lavandeira,NA
2000,171215,Lavandeira,0.6083
2010,171215,Lavandeira,0.5088
1991,171240,Lizarda,0.5099
2000,171240,Lizarda,0.5832
2010,171240,Lizarda,0.7596
1991,171245,Luzinópolis,NA
2000,171245,Luzinópolis,0.6274
2010,171245,Luzinópolis,0.4964
1991,171250,Marianópolis do Tocantins,0.4978
2000,171250,Marianópolis do Tocantins,0.598
2010,171250,Marianópolis do Tocantins,0.5329
1991,171270,Mateiros,NA
2000,171270,Mateiros,0.6125
2010,171270,Mateiros,0.5279
1991,171280,Maurilândia do Tocantins,NA
2000,171280,Maurilândia do Tocantins,0.5748
2010,171280,Maurilândia do Tocantins,0.5227
1991,171320,Miracema do Tocantins,0.7097
2000,171320,Miracema do Tocantins,0.5593
2010,171320,Miracema do Tocantins,0.557
1991,171330,Miranorte,0.6595
2000,171330,Miranorte,0.6107
2010,171330,Miranorte,0.4956
1991,171360,Monte do Carmo,0.5387
2000,171360,Monte do Carmo,0.5535
2010,171360,Monte do Carmo,0.626
1991,171370,Monte Santo do Tocantins,NA
2000,171370,Monte Santo do Tocantins,0.5371
2010,171370,Monte Santo do Tocantins,0.4928
1991,171395,Muricilândia,NA
2000,171395,Muricilândia,0.6326
2010,171395,Muricilândia,0.5707
1991,171420,Natividade,0.5747
2000,171420,Natividade,0.6009
2010,171420,Natividade,0.6082
1991,171430,Nazaré,0.533
2000,171430,Nazaré,0.5645
2010,171430,Nazaré,0.5266
1991,171488,Nova Olinda,0.5493
2000,171488,Nova Olinda,0.6381
2010,171488,Nova Olinda,0.5329
1991,171500,Nova Rosalândia,0.472
2000,171500,Nova Rosalândia,0.6085
2010,171500,Nova Rosalândia,0.5437
1991,171510,Novo Acordo,0.5893
2000,171510,Novo Acordo,0.7946
2010,171510,Novo Acordo,0.551
1991,171515,Novo Alegre,NA
2000,171515,Novo Alegre,0.6267
2010,171515,Novo Alegre,0.529
1991,171525,Novo Jardim,NA
2000,171525,Novo Jardim,0.4939
2010,171525,Novo Jardim,0.4495
1991,171550,Oliveira de Fátima,NA
2000,171550,Oliveira de Fátima,0.5984
2010,171550,Oliveira de Fátima,0.572
1991,172100,Palmas,0.6575
2000,172100,Palmas,0.6391
2010,172100,Palmas,0.5914
1991,171570,Palmeirante,NA
2000,171570,Palmeirante,0.6225
2010,171570,Palmeirante,0.5754
1991,171380,Palmeiras do Tocantins,NA
2000,171380,Palmeiras do Tocantins,0.6649
2010,171380,Palmeiras do Tocantins,0.5096
1991,171575,Palmeirópolis,0.6066
2000,171575,Palmeirópolis,0.6274
2010,171575,Palmeirópolis,0.5263
1991,171610,Paraíso do Tocantins,0.6229
2000,171610,Paraíso do Tocantins,0.7013
2010,171610,Paraíso do Tocantins,0.6287
1991,171620,Paranã,0.5511
2000,171620,Paranã,0.6523
2010,171620,Paranã,0.6539
1991,171630,Pau D'Arco,NA
2000,171630,Pau D'Arco,0.6466
2010,171630,Pau D'Arco,0.5329
1991,171650,Pedro Afonso,0.5973
2000,171650,Pedro Afonso,0.5937
2010,171650,Pedro Afonso,0.5186
1991,171660,Peixe,0.5389
2000,171660,Peixe,0.5402
2010,171660,Peixe,0.6359
1991,171665,Pequizeiro,0.4577
2000,171665,Pequizeiro,0.56
2010,171665,Pequizeiro,0.4754
1991,171700,Pindorama do Tocantins,0.6269
2000,171700,Pindorama do Tocantins,0.4959
2010,171700,Pindorama do Tocantins,0.5744
1991,171720,Piraquê,NA
2000,171720,Piraquê,0.621
2010,171720,Piraquê,0.5259
1991,171750,Pium,0.5527
2000,171750,Pium,0.6169
2010,171750,Pium,0.524
1991,171780,Ponte Alta do Bom Jesus,0.5422
2000,171780,Ponte Alta do Bom Jesus,0.6314
2010,171780,Ponte Alta do Bom Jesus,0.642
1991,171790,Ponte Alta do Tocantins,0.6272
2000,171790,Ponte Alta do Tocantins,0.7167
2010,171790,Ponte Alta do Tocantins,0.5593
1991,171800,Porto Alegre do Tocantins,0.5076
2000,171800,Porto Alegre do Tocantins,0.5031
2010,171800,Porto Alegre do Tocantins,0.519
1991,171820,Porto Nacional,0.5839
2000,171820,Porto Nacional,0.6148
2010,171820,Porto Nacional,0.5481
1991,171830,Praia Norte,0.5438
2000,171830,Praia Norte,0.6517
2010,171830,Praia Norte,0.5339
1991,171840,Presidente Kennedy,0.5363
2000,171840,Presidente Kennedy,0.5024
2010,171840,Presidente Kennedy,0.5248
1991,171845,Pugmil,NA
2000,171845,Pugmil,0.5689
2010,171845,Pugmil,0.4403
1991,171850,Recursolândia,NA
2000,171850,Recursolândia,0.6701
2010,171850,Recursolândia,0.6439
1991,171855,Riachinho,NA
2000,171855,Riachinho,0.6245
2010,171855,Riachinho,0.5491
1991,171865,Rio da Conceição,NA
2000,171865,Rio da Conceição,0.5227
2010,171865,Rio da Conceição,0.5778
1991,171870,Rio dos Bois,NA
2000,171870,Rio dos Bois,0.5626
2010,171870,Rio dos Bois,0.4873
1991,171875,Rio Sono,0.4525
2000,171875,Rio Sono,0.6244
2010,171875,Rio Sono,0.5983
1991,171880,Sampaio,0.3984
2000,171880,Sampaio,0.6137
2010,171880,Sampaio,0.5078
1991,171884,Sandolândia,NA
2000,171884,Sandolândia,0.5614
2010,171884,Sandolândia,0.4861
1991,171886,Santa Fé do Araguaia,NA
2000,171886,Santa Fé do Araguaia,0.582
2010,171886,Santa Fé do Araguaia,0.5623
1991,171888,Santa Maria do Tocantins,NA
2000,171888,Santa Maria do Tocantins,0.5006
2010,171888,Santa Maria do Tocantins,0.5364
1991,171889,Santa Rita do Tocantins,NA
2000,171889,Santa Rita do Tocantins,0.4628
2010,171889,Santa Rita do Tocantins,0.5391
1991,171890,Santa Rosa do Tocantins,0.4826
2000,171890,Santa Rosa do Tocantins,0.657
2010,171890,Santa Rosa do Tocantins,0.55
1991,171900,Santa Tereza do Tocantins,0.5599
2000,171900,Santa Tereza do Tocantins,0.582
2010,171900,Santa Tereza do Tocantins,0.469
1991,172000,Santa Terezinha do Tocantins,NA
2000,172000,Santa Terezinha do Tocantins,0.5391
2010,172000,Santa Terezinha do Tocantins,0.5421
1991,172010,São Bento do Tocantins,NA
2000,172010,São Bento do Tocantins,0.5606
2010,172010,São Bento do Tocantins,0.5646
1991,172015,São Félix do Tocantins,NA
2000,172015,São Félix do Tocantins,0.7676
2010,172015,São Félix do Tocantins,0.6346
1991,172020,São Miguel do Tocantins,NA
2000,172020,São Miguel do Tocantins,0.5794
2010,172020,São Miguel do Tocantins,0.5613
1991,172025,São Salvador do Tocantins,NA
2000,172025,São Salvador do Tocantins,0.5599
2010,172025,São Salvador do Tocantins,0.6203
1991,172030,São Sebastião do Tocantins,0.5281
2000,172030,São Sebastião do Tocantins,0.6001
2010,172030,São Sebastião do Tocantins,0.5748
1991,172049,São Valério,0.5029
2000,172049,São Valério,0.6233
2010,172049,São Valério,0.5703
1991,172065,Silvanópolis,0.6152
2000,172065,Silvanópolis,0.5712
2010,172065,Silvanópolis,0.5667
1991,172080,Sítio Novo do Tocantins,0.471
2000,172080,Sítio Novo do Tocantins,0.6374
2010,172080,Sítio Novo do Tocantins,0.5699
1991,172085,Sucupira,NA
2000,172085,Sucupira,0.6003
2010,172085,Sucupira,0.5048
1991,172090,Taguatinga,0.608
2000,172090,Taguatinga,0.6558
2010,172090,Taguatinga,0.6521
1991,172093,Taipas do Tocantins,NA
2000,172093,Taipas do Tocantins,0.5079
2010,172093,Taipas do Tocantins,0.5814
1991,172097,Talismã,NA
2000,172097,Talismã,0.701
2010,172097,Talismã,0.4837
1991,172110,Tocantínia,0.6396
2000,172110,Tocantínia,0.6369
2010,172110,Tocantínia,0.631
1991,172120,Tocantinópolis,0.5833
2000,172120,Tocantinópolis,0.6158
2010,172120,Tocantinópolis,0.5272
1991,172125,Tupirama,NA
2000,172125,Tupirama,0.5381
2010,172125,Tupirama,0.4947
1991,172130,Tupiratins,NA
2000,172130,Tupiratins,0.5967
2010,172130,Tupiratins,0.5898
1991,172208,Wanderlândia,0.4655
2000,172208,Wanderlândia,0.462
2010,172208,Wanderlândia,0.5206
1991,172210,Xambioá,0.5235
2000,172210,Xambioá,0.6203
2010,172210,Xambioá,0.6151
1991,210005,Açailândia,0.58
2000,210005,Açailândia,0.63
2010,210005,Açailândia,0.5732
1991,210010,Afonso Cunha,0.3927
2000,210010,Afonso Cunha,0.524
2010,210010,Afonso Cunha,0.5897
1991,210015,Água Doce do Maranhão,NA
2000,210015,Água Doce do Maranhão,0.5614
2010,210015,Água Doce do Maranhão,0.5883
1991,210020,Alcântara,0.4747
2000,210020,Alcântara,0.627
2010,210020,Alcântara,0.5963
1991,210030,Aldeias Altas,0.4492
2000,210030,Aldeias Altas,0.542
2010,210030,Aldeias Altas,0.5923
1991,210040,Altamira do Maranhão,0.4875
2000,210040,Altamira do Maranhão,0.5044
2010,210040,Altamira do Maranhão,0.5265
1991,210043,Alto Alegre do Maranhão,NA
2000,210043,Alto Alegre do Maranhão,0.583
2010,210043,Alto Alegre do Maranhão,0.5424
1991,210047,Alto Alegre do Pindaré,NA
2000,210047,Alto Alegre do Pindaré,0.5544
2010,210047,Alto Alegre do Pindaré,0.585
1991,210050,Alto Parnaíba,0.6065
2000,210050,Alto Parnaíba,0.6595
2010,210050,Alto Parnaíba,0.7887
1991,210055,Amapá do Maranhão,NA
2000,210055,Amapá do Maranhão,0.5342
2010,210055,Amapá do Maranhão,0.5789
1991,210060,Amarante do Maranhão,0.624
2000,210060,Amarante do Maranhão,0.6083
2010,210060,Amarante do Maranhão,0.5902
1991,210070,Anajatuba,0.5783
2000,210070,Anajatuba,0.5191
2010,210070,Anajatuba,0.6039
1991,210080,Anapurus,0.4521
2000,210080,Anapurus,0.736
2010,210080,Anapurus,0.5564
1991,210083,Apicum-Açu,NA
2000,210083,Apicum-Açu,0.5461
2010,210083,Apicum-Açu,0.5092
1991,210087,Araguanã,NA
2000,210087,Araguanã,0.6918
2010,210087,Araguanã,0.5189
1991,210090,Araioses,0.4392
2000,210090,Araioses,0.6115
